generation,N_shifts,logPrior,logLik,eventRate,acceptRate
3396000,148,-1507.4,-94323.5,71.2047,0.105
3397000,149,-1530.58,-94324.7,83.3172,0.091
3398000,148,-1524.31,-94310.8,83.3172,0.105
3399000,151,-1551.51,-94303.9,82.137,0.082
3400000,155,-1580.01,-94296.9,75.2734,0.097
3401000,158,-1603.38,-94291.7,72.7534,0.092
3402000,158,-1610.71,-94291.2,82.4902,0.09
3403000,155,-1567.1,-94289.7,69.5111,0.086
3404000,154,-1565.12,-94285.8,69.5111,0.086
3405000,156,-1593.22,-94275.6,77.1506,0.093
3406000,156,-1597.14,-94275.9,79.0402,0.104
3407000,156,-1594.43,-94272.2,76.8141,0.08
3408000,159,-1617.99,-94274,80.3535,0.083
3409000,156,-1581.57,-94274.7,65.1782,0.102
3410000,153,-1564.95,-94281.9,79.0732,0.088
3411000,152,-1549.79,-94293.2,70.5651,0.102
3412000,153,-1558.26,-94284.4,69.9282,0.098
3413000,157,-1593,-94299.6,70.6331,0.077
3414000,153,-1565.77,-94290.7,73.9254,0.092
3415000,152,-1550.63,-94294.1,75.0734,0.089
3416000,156,-1585.78,-94289.4,81.0895,0.095
3417000,163,-1641.61,-94285.6,81.0895,0.097
3418000,163,-1642.09,-94281.9,78.7233,0.094
3419000,164,-1663.18,-94280.5,85.0924,0.097
3420000,169,-1720.64,-94281.6,95.1082,0.087
3421000,171,-1734.43,-94284,96.9419,0.095
3422000,171,-1726.61,-94282.6,88.7059,0.09
3423000,168,-1689.95,-94295.3,76.9944,0.106
3424000,169,-1706.56,-94286.9,84.5067,0.099
3425000,165,-1666.17,-94282.7,69.1815,0.093
3426000,166,-1673.3,-94285.3,76.9087,0.082
3427000,165,-1672.63,-94284.6,87.1388,0.126
3428000,170,-1717.67,-94294.2,89.1418,0.087
3429000,168,-1719.71,-94287.3,104.807,0.105
3430000,164,-1638.93,-94302,80.3446,0.116
3431000,161,-1622.75,-94299.9,84.4149,0.095
3432000,156,-1566.6,-94288.4,71.1806,0.071
3433000,153,-1559,-94281.2,79.9131,0.102
3434000,154,-1560.29,-94271.7,72.5886,0.097
3435000,157,-1587.8,-94268.8,74.619,0.084
3436000,154,-1561.43,-94276.1,71.1142,0.087
3437000,154,-1560.26,-94271.6,70.29,0.083
3438000,155,-1564.61,-94276.2,66.6625,0.087
3439000,160,-1620.82,-94280.5,85.9035,0.101
3440000,156,-1581.03,-94269.5,81.2999,0.093
3441000,157,-1585.78,-94260.7,77.5432,0.094
3442000,156,-1589.86,-94270,86.827,0.075
3443000,158,-1591.85,-94279,73.4515,0.076
3444000,157,-1576.37,-94279.8,73.2223,0.08
3445000,156,-1562.56,-94289.4,67.9089,0.085
3446000,155,-1552.92,-94282.6,66.6613,0.093
3447000,153,-1540.19,-94281.1,69.3697,0.108
3448000,150,-1537.45,-94270.3,86.9959,0.09
3449000,152,-1534.35,-94264.1,71.8612,0.091
3450000,155,-1575.29,-94258.2,87.6751,0.095
3451000,156,-1565.44,-94262.2,79.897,0.075
3452000,151,-1516.76,-94273.6,75.7372,0.086
3453000,152,-1523.06,-94270.6,80.6765,0.094
3454000,153,-1524.07,-94271.9,77.5973,0.089
3455000,149,-1490.72,-94263.9,70.9827,0.083
3456000,152,-1516.34,-94263.2,70.9827,0.087
3457000,147,-1477.91,-94251.9,70.9827,0.084
3458000,150,-1514.25,-94253.8,80.1432,0.085
3459000,151,-1523.85,-94251.6,71.6576,0.078
3460000,152,-1533.81,-94255,74.8564,0.095
3461000,153,-1540.18,-94243.8,67.4052,0.117
3462000,151,-1528.17,-94248.9,73.2396,0.088
3463000,156,-1570.54,-94258.4,77.0116,0.078
3464000,155,-1557.01,-94270.7,73.315,0.095
3465000,155,-1553.09,-94266.3,70.7507,0.089
3466000,161,-1601.44,-94283.8,70.7507,0.091
3467000,160,-1610.16,-94272.3,85.4703,0.091
3468000,160,-1603.1,-94281.1,78.7639,0.09
3469000,161,-1609.27,-94275.6,78.7639,0.079
3470000,161,-1615.4,-94276.8,81.5604,0.094
3471000,163,-1635.23,-94278.7,84.3089,0.1
3472000,161,-1617.64,-94263.7,84.3089,0.104
3473000,160,-1609.38,-94259,85.0918,0.082
3474000,162,-1619.52,-94254.5,81.2189,0.089
3475000,157,-1580,-94255.4,81.2189,0.098
3476000,159,-1593.97,-94213,74.5838,0.082
3477000,159,-1601.96,-94217.9,85.1385,0.088
3478000,164,-1650.7,-94204.3,89.0191,0.094
3479000,165,-1646.36,-94208.1,74.6913,0.07
3480000,169,-1701.56,-94210.4,92.0939,0.097
3481000,165,-1648.45,-94203.7,75.6046,0.089
3482000,161,-1615.96,-94196.9,78.2432,0.086
3483000,162,-1625.76,-94194.7,78.3558,0.084
3484000,160,-1623.53,-94176.1,97.4115,0.094
3485000,158,-1588.13,-94168.9,81.4537,0.103
3486000,162,-1617.76,-94164.4,84.157,0.095
3487000,163,-1632.78,-94160.2,84.157,0.076
3488000,164,-1630.84,-94155,78.4449,0.101
3489000,166,-1648.8,-94152.4,77.8055,0.089
3490000,168,-1679.89,-94146.2,89.2028,0.099
3491000,166,-1662.58,-94160.1,85.2227,0.088
3492000,160,-1614.77,-94151.3,86.4128,0.094
3493000,157,-1574.09,-94149.1,70.0739,0.096
3494000,153,-1537.93,-94150.9,71.3188,0.093
3495000,149,-1503.28,-94145.2,71.9347,0.085
3496000,148,-1502.81,-94150.4,81.1331,0.103
3497000,145,-1484,-94135.8,78.9266,0.101
3498000,141,-1448.21,-94111.4,78.9266,0.085
3499000,144,-1469.88,-94107.9,81.9082,0.087
3500000,146,-1481.26,-94113.4,74.9568,0.089
3501000,149,-1507.79,-94114.9,77.1856,0.087
3502000,150,-1509.9,-94123.4,74.8049,0.096
3503000,150,-1520.69,-94117,83.6912,0.094
3504000,149,-1508.51,-94117,81.4266,0.091
3505000,149,-1499.14,-94101.8,73.6167,0.103
3506000,150,-1514.15,-94107,73.6167,0.072
3507000,147,-1488.11,-94084.8,73.6167,0.11
3508000,155,-1555.47,-94090.4,79.0586,0.088
3509000,156,-1562.4,-94088.6,79.0586,0.087
3510000,153,-1527.93,-94087.6,71.5154,0.094
3511000,152,-1509.61,-94077.3,71.5154,0.08
3512000,152,-1514.14,-94075.1,77.8032,0.108
3513000,149,-1495.57,-94077.5,82.9768,0.096
3514000,150,-1490.86,-94077.7,69.1169,0.087
3515000,153,-1528.41,-94083.2,81.0816,0.103
3516000,154,-1537.96,-94088.8,82.3086,0.09
3517000,159,-1588.88,-94098.6,87.8196,0.091
3518000,164,-1612.07,-94101.9,76.5065,0.098
3519000,165,-1637.19,-94107.8,91.1755,0.102
3520000,165,-1631.82,-94101.7,83.3334,0.099
3521000,164,-1615.77,-94097.7,72.1469,0.108
3522000,165,-1636.89,-94086.2,80.5828,0.099
3523000,165,-1634.8,-94112.5,80.779,0.095
3524000,164,-1627.07,-94119.3,78.6765,0.109
3525000,161,-1609.69,-94105.6,87.4537,0.098
3526000,161,-1610.6,-94102.1,83.6503,0.097
3527000,161,-1606.28,-94092.8,80.6949,0.069
3528000,162,-1618.01,-94085.4,88.1452,0.093
3529000,162,-1618.53,-94078.9,90.292,0.086
3530000,159,-1574.64,-94075.4,72.0088,0.103
3531000,157,-1562.23,-94088.9,75.4528,0.08
3532000,153,-1528.65,-94075.7,75.4528,0.077
3533000,154,-1538.54,-94076.4,75.4528,0.077
3534000,151,-1520.06,-94075.8,81.4051,0.084
3535000,149,-1495.33,-94061,76.1402,0.098
3536000,147,-1481.99,-94065.8,76.1402,0.096
3537000,150,-1506.02,-94058.9,76.1402,0.089
3538000,155,-1545.19,-94057.9,80.1644,0.086
3539000,156,-1544.52,-94053.8,75.5533,0.094
3540000,164,-1624.42,-94042,90.5459,0.096
3541000,163,-1612.53,-94036.4,90.5459,0.085
3542000,162,-1630.45,-94015.3,96.2916,0.096
3543000,160,-1605.65,-94005.2,87.6564,0.095
3544000,158,-1587.18,-94018.4,83.0412,0.099
3545000,154,-1557.94,-94023.5,81.5067,0.092
3546000,154,-1549.3,-94023.1,80.8878,0.112
3547000,153,-1528.83,-94016.9,70.5363,0.085
3548000,153,-1531.44,-94020.9,75.2168,0.088
3549000,153,-1531.08,-94019.9,76.2598,0.099
3550000,151,-1529.99,-94028.1,79.1977,0.109
3551000,150,-1518.88,-93994.9,71.87,0.088
3552000,153,-1546.27,-93991.2,74.3129,0.099
3553000,155,-1548.57,-93992.5,74.3129,0.095
3554000,153,-1541.76,-93986.5,74.9951,0.086
3555000,153,-1545.49,-93979.1,81.3506,0.084
3556000,153,-1545.85,-93969.7,75.2611,0.091
3557000,153,-1530.19,-93968.1,66.1874,0.088
3558000,152,-1530.74,-93968.2,77.2497,0.095
3559000,153,-1541.62,-93965.2,79.4791,0.106
3560000,153,-1540.52,-93968.1,79.4791,0.076
3561000,156,-1571.01,-93951.2,79.4791,0.096
3562000,151,-1519.58,-93949.2,73.0207,0.099
3563000,148,-1498.08,-93955.8,72.2602,0.078
3564000,146,-1483.46,-93948.7,75.9604,0.095
3565000,145,-1472.36,-93951.1,72.5374,0.09
3566000,142,-1436.17,-93959.7,62.5735,0.098
3567000,142,-1435.82,-93961.8,63.1518,0.092
3568000,146,-1484.79,-93960.2,73.3815,0.091
3569000,145,-1469.66,-93958.3,73.2239,0.101
3570000,145,-1460.19,-93955.1,65.5622,0.082
3571000,151,-1521.52,-93944.8,80.2432,0.09
3572000,148,-1499.01,-93932.4,77.6777,0.088
3573000,147,-1498.36,-93926,83.4632,0.091
3574000,146,-1487.85,-93938.6,83.4632,0.081
3575000,147,-1489.41,-93947.4,77.1526,0.094
3576000,145,-1478.31,-93953.2,79.7198,0.089
3577000,144,-1472.93,-93941.7,76.3566,0.092
3578000,141,-1445.26,-93941.8,68.7698,0.091
3579000,142,-1444.94,-93942.6,61.2724,0.081
3580000,143,-1446.27,-93949,61.2724,0.091
3581000,141,-1447.57,-93952.3,70.7039,0.091
3582000,141,-1447.27,-93951.9,72.9498,0.084
3583000,142,-1460.04,-93962.7,72.9498,0.1
3584000,145,-1489.47,-93968.5,74.4982,0.085
3585000,148,-1510.39,-93970.7,79.3784,0.1
3586000,148,-1513.73,-93942.9,83.4143,0.092
3587000,148,-1498.57,-93947.7,75.5493,0.083
3588000,148,-1487.33,-93947.1,63.3959,0.104
3589000,149,-1514.61,-93955,84.7152,0.093
3590000,146,-1476.5,-93952.3,62.9961,0.078
3591000,146,-1493.53,-93955.3,75.3716,0.08
3592000,141,-1443.87,-93965.5,74.6046,0.09
3593000,142,-1459.34,-93966.9,81.8916,0.073
3594000,143,-1459.29,-93957.5,70.8713,0.088
3595000,146,-1482.44,-93962.7,70.8713,0.083
3596000,145,-1464.47,-93964.9,66.7237,0.085
3597000,150,-1521.6,-93969.6,77.7253,0.105
3598000,149,-1509.08,-93968.1,77.7253,0.084
3599000,150,-1530.82,-93957.5,86.6311,0.083
3600000,153,-1551.77,-93965.6,87.5561,0.093
3601000,150,-1525.56,-93957.7,78.8533,0.105
3602000,147,-1491.42,-93943.7,71.181,0.106
3603000,149,-1521.04,-93938.9,83.9163,0.094
3604000,146,-1484.23,-93924.4,69.6858,0.078
3605000,150,-1520.32,-93917.6,74.0465,0.107
3606000,150,-1514.1,-93907.5,74.3731,0.09
3607000,150,-1515.25,-93915.4,74.3731,0.086
3608000,155,-1565.41,-93908,81.1035,0.097
3609000,156,-1555.2,-93909.2,66.1148,0.099
3610000,159,-1595.64,-93914.8,86.5703,0.113
3611000,156,-1560.6,-93906.5,74.0088,0.099
3612000,156,-1564.92,-93905.3,79.6814,0.117
3613000,152,-1532.07,-93895.1,76.4698,0.111
3614000,153,-1541.62,-93883,76.4698,0.097
3615000,154,-1552.11,-93875.9,76.4698,0.091
3616000,152,-1535.92,-93877.2,79.2085,0.082
3617000,150,-1507.85,-93879.1,71.4618,0.082
3618000,149,-1509.74,-93882.9,74.5505,0.08
3619000,147,-1491.72,-93888.7,73.5132,0.104
3620000,145,-1475.24,-93874.9,73.5132,0.088
3621000,147,-1485.89,-93876,73.5132,0.096
3622000,145,-1466.4,-93874.7,71.9706,0.081
3623000,146,-1473.61,-93863.3,71.9706,0.086
3624000,146,-1466.48,-93860.4,67.265,0.094
3625000,146,-1463.3,-93852,66.311,0.094
3626000,147,-1490.94,-93851,81.585,0.088
3627000,145,-1468.86,-93856.9,77.0012,0.076
3628000,146,-1468.09,-93857.5,67.656,0.087
3629000,143,-1451.02,-93859.5,71.876,0.083
3630000,140,-1431.55,-93857.6,66.1303,0.111
3631000,140,-1431.12,-93859.6,70.4475,0.1
3632000,139,-1420.82,-93845.3,69.8365,0.096
3633000,141,-1446.26,-93846.9,66.5185,0.076
3634000,139,-1440.65,-93840.4,76.9472,0.091
3635000,141,-1444.75,-93836.9,64.6863,0.112
3636000,139,-1429.13,-93842.2,70.2241,0.096
3637000,136,-1403.95,-93837.4,64.7933,0.099
3638000,136,-1401.72,-93836.8,68.6566,0.108
3639000,139,-1426.87,-93834.8,68.6566,0.12
3640000,141,-1443.23,-93840.4,72.4565,0.088
3641000,137,-1417.71,-93840.5,77.0025,0.098
3642000,141,-1434.76,-93843.6,65.3165,0.082
3643000,144,-1466.72,-93827.6,73.3162,0.085
3644000,141,-1447.75,-93833.6,77.2117,0.091
3645000,143,-1465.01,-93822.9,77.2117,0.093
3646000,144,-1479.16,-93823.5,77.2117,0.092
3647000,146,-1481.53,-93815.2,70.9031,0.092
3648000,144,-1466.44,-93819.2,73.8858,0.077
3649000,142,-1451.79,-93826.4,73.8858,0.075
3650000,141,-1435.33,-93819.1,67.1605,0.08
3651000,145,-1472.41,-93821,64.8939,0.09
3652000,143,-1471.68,-93822.1,79.1263,0.078
3653000,143,-1473.45,-93811.3,84.3676,0.081
3654000,141,-1430.27,-93799.8,61.5749,0.082
3655000,143,-1462.2,-93795.3,68.1161,0.096
3656000,143,-1454.22,-93792.1,68.1161,0.085
3657000,141,-1453.82,-93795.9,81.7405,0.085
3658000,143,-1475.44,-93795.9,82.0946,0.102
3659000,142,-1451.9,-93794.6,72.8779,0.09
3660000,147,-1495.64,-93790.8,79.3812,0.077
3661000,148,-1497.2,-93787.7,73.7739,0.084
3662000,149,-1508.51,-93771.8,77.4757,0.077
3663000,149,-1504.41,-93777,74.8665,0.078
3664000,146,-1478.33,-93758.2,82.2415,0.098
3665000,142,-1429.17,-93749.4,64.5043,0.082
3666000,144,-1452.71,-93746.8,67.9055,0.087
3667000,143,-1435.43,-93753.2,64.0086,0.085
3668000,139,-1402.38,-93758,63.9459,0.084
3669000,140,-1411.18,-93734.9,64.4552,0.097
3670000,141,-1422.36,-93734.2,64.4552,0.061
3671000,147,-1473.49,-93726.7,65.71,0.081
3672000,147,-1483.49,-93717.3,71.5733,0.08
3673000,146,-1471.53,-93724.9,76.2293,0.092
3674000,140,-1416.95,-93711.5,72.3902,0.093
3675000,143,-1428.32,-93712.2,61.7851,0.102
3676000,146,-1460.54,-93705.2,67.1729,0.086
3677000,145,-1463.3,-93701.6,78.0285,0.08
3678000,146,-1455.54,-93709,66.315,0.082
3679000,149,-1506.54,-93700.6,84.9646,0.106
3680000,150,-1496.92,-93702.5,66.0643,0.091
3681000,147,-1478.77,-93702.6,72.1457,0.087
3682000,146,-1474.78,-93704.7,75.815,0.102
3683000,149,-1500.24,-93693.8,77.3171,0.082
3684000,147,-1474.47,-93703.2,65.9912,0.089
3685000,149,-1494.91,-93691.4,71.2147,0.1
3686000,148,-1488.99,-93696.1,71.2147,0.088
3687000,145,-1461.1,-93708.1,66.9592,0.099
3688000,146,-1470.13,-93696.3,70.0754,0.103
3689000,146,-1473.19,-93701.4,73.1498,0.083
3690000,147,-1473.67,-93700.2,64.5882,0.093
3691000,146,-1484.61,-93698.1,74.4615,0.101
3692000,147,-1482.8,-93699.3,64.6109,0.083
3693000,146,-1474.55,-93694.1,68.3392,0.084
3694000,145,-1483.33,-93693.5,83.5392,0.101
3695000,144,-1461.63,-93692.8,66.3627,0.098
3696000,143,-1462.16,-93687.9,73.4857,0.105
3697000,148,-1493.46,-93670.2,68.3911,0.094
3698000,149,-1509,-93678.2,78.2263,0.088
3699000,151,-1527.35,-93685,78.5506,0.113
3700000,154,-1563.91,-93684.2,87.0906,0.099
3701000,152,-1525.03,-93692.7,69.438,0.088
3702000,154,-1555.01,-93683.1,82.5298,0.094
3703000,150,-1513.65,-93685.1,83.1032,0.096
3704000,149,-1493.93,-93678.1,74.9614,0.093
3705000,152,-1531.21,-93659.6,80.1241,0.102
3706000,149,-1505.11,-93664.6,79.7184,0.106
3707000,146,-1494.73,-93675.6,90.0469,0.091
3708000,145,-1480.8,-93677.5,82.0373,0.086
3709000,146,-1479.57,-93675.4,72.1976,0.097
3710000,149,-1499.79,-93679.8,75.4088,0.077
3711000,146,-1477.83,-93678.7,73.6686,0.083
3712000,146,-1478.15,-93689.3,75.8781,0.09
3713000,145,-1472.33,-93679.4,70.2666,0.091
3714000,144,-1460.67,-93678.8,66.4576,0.083
3715000,145,-1462.58,-93669.3,66.4576,0.084
3716000,146,-1467.5,-93672.9,62.94,0.087
3717000,144,-1463.4,-93690.2,72.6871,0.088
3718000,144,-1462.87,-93689.8,72.6482,0.077
3719000,147,-1481.63,-93684.6,69.358,0.101
3720000,145,-1479.83,-93666.6,77.1892,0.094
3721000,148,-1503.93,-93672.6,77.1892,0.109
3722000,148,-1487.14,-93616,66.3487,0.098
3723000,151,-1526.93,-93583.8,79.8535,0.09
3724000,151,-1513.33,-93579.5,64.3334,0.091
3725000,149,-1505.87,-93571.4,77.2105,0.1
3726000,147,-1490.4,-93568.6,77.2105,0.08
3727000,145,-1481.01,-93565.8,80.2133,0.107
3728000,149,-1517.17,-93563.9,86.0981,0.084
3729000,153,-1549.53,-93567,88.9858,0.085
3730000,152,-1528.55,-93563.2,75.6262,0.08
3731000,151,-1517.93,-93562.6,75.6262,0.097
3732000,152,-1530.66,-93568.7,74.5696,0.092
3733000,151,-1533.77,-93571.6,90.5221,0.088
3734000,150,-1528.53,-93575.3,81.8158,0.1
3735000,153,-1554.56,-93572.9,85.8403,0.091
3736000,151,-1539.14,-93576.2,79.3889,0.075
3737000,154,-1584.16,-93581.9,79.3889,0.093
3738000,153,-1580.36,-93587.4,79.3889,0.101
3739000,156,-1604.95,-93578.5,85.4082,0.094
3740000,157,-1604.16,-93572.3,77.4482,0.088
3741000,153,-1567.96,-93566.5,77.4482,0.087
3742000,152,-1556.39,-93553.1,72.3538,0.09
3743000,154,-1575.74,-93553.3,76.8509,0.087
3744000,154,-1577.8,-93540.5,76.8509,0.101
3745000,149,-1528.15,-93533,72.2723,0.093
3746000,149,-1537.99,-93548.9,93.3054,0.083
3747000,151,-1526.57,-93539.7,64.9833,0.101
3748000,150,-1533.03,-93519.9,80.2659,0.091
3749000,149,-1518.89,-93528.1,72.6316,0.083
3750000,152,-1536.96,-93532.1,75.555,0.095
3751000,152,-1533.75,-93529.2,78.5424,0.093
3752000,154,-1546.99,-93533,82.3648,0.087
3753000,152,-1532.37,-93534.4,82.3648,0.098
3754000,152,-1532.66,-93527.5,82.2435,0.087
3755000,151,-1531.55,-93496.6,81.3988,0.109
3756000,154,-1545.03,-93498.7,75.4111,0.088
3757000,153,-1533.72,-93490.1,75.4353,0.106
3758000,154,-1547.54,-93488.7,79.6515,0.072
3759000,150,-1503.49,-93496.8,78.0686,0.099
3760000,147,-1472.2,-93475.8,65.1174,0.101
3761000,147,-1478.25,-93476.9,66.2128,0.081
3762000,149,-1498.19,-93470.1,71.612,0.1
3763000,153,-1530.38,-93461.8,76.5552,0.07
3764000,149,-1512.61,-93451.7,87.9426,0.095
3765000,144,-1459.85,-93454.2,76.4439,0.109
3766000,141,-1419.21,-93449.1,62.7838,0.091
3767000,142,-1427.7,-93460.2,62.2315,0.09
3768000,143,-1462.54,-93451.5,83.7124,0.087
3769000,147,-1493.5,-93463.2,73.1273,0.092
3770000,140,-1435.54,-93464.7,75.8494,0.095
3771000,135,-1396.07,-93465.6,80.6492,0.065
3772000,136,-1390.04,-93458.6,63.8431,0.093
3773000,136,-1378.8,-93469.4,64.7559,0.081
3774000,137,-1379.84,-93467.5,57.0921,0.086
3775000,142,-1451.88,-93467.1,84.243,0.103
3776000,143,-1434.84,-93471.4,63.6827,0.073
3777000,140,-1415.72,-93483.8,69.9428,0.095
3778000,143,-1438.74,-93468.4,66.6642,0.099
3779000,143,-1456.23,-93473.2,83.2499,0.088
3780000,141,-1436.52,-93469.4,80.0959,0.084
3781000,143,-1434.08,-93457.4,60.3887,0.079
3782000,144,-1449.82,-93479.8,72.785,0.103
3783000,146,-1463.63,-93471.5,72.785,0.092
3784000,154,-1537.43,-93471.5,83.7902,0.098
3785000,155,-1544.87,-93470.3,85.6863,0.081
3786000,152,-1500.05,-93461.8,63.1282,0.103
3787000,154,-1532.4,-93459.7,79.047,0.101
3788000,153,-1517.63,-93453.4,73.2923,0.092
3789000,153,-1516.21,-93447.7,73.2923,0.08
3790000,151,-1502.72,-93441,73.9691,0.095
3791000,151,-1499.18,-93439.4,70.0237,0.088
3792000,151,-1491.16,-93426,67.4361,0.096
3793000,152,-1512.94,-93426.7,73.8378,0.089
3794000,148,-1487.59,-93407.7,81.7648,0.098
3795000,150,-1505.41,-93391.3,79.616,0.09
3796000,152,-1520.38,-93388.1,75.4029,0.107
3797000,152,-1520.25,-93401.8,77.2497,0.088
3798000,154,-1523.93,-93398.5,70.399,0.09
3799000,156,-1545,-93402.1,74.2048,0.091
3800000,158,-1568.2,-93402.7,80.6707,0.105
3801000,158,-1568.35,-93390.1,80.6707,0.069
3802000,160,-1574.87,-93389.2,74.3467,0.094
3803000,156,-1538.07,-93364.7,70.183,0.095
3804000,152,-1518.22,-93363.5,81.1719,0.083
3805000,151,-1512.16,-93368.9,84.132,0.091
3806000,149,-1494.03,-93371,84.132,0.097
3807000,147,-1462.89,-93370.1,67.8531,0.088
3808000,146,-1453.33,-93368.4,65.8895,0.088
3809000,147,-1476.57,-93365.5,80.754,0.094
3810000,151,-1515.53,-93364.6,80.754,0.093
3811000,150,-1497.17,-93361.5,66.4181,0.083
3812000,150,-1513.09,-93353.6,81.3141,0.107
3813000,148,-1503.4,-93332.5,90.6282,0.092
3814000,147,-1476.16,-93342,72.8118,0.097
3815000,150,-1496.91,-93346.4,73.8666,0.1
3816000,149,-1476.72,-93342.1,59.1964,0.081
3817000,149,-1503.67,-93333,84.1586,0.105
3818000,146,-1468.78,-93337,73.9438,0.087
3819000,144,-1454.33,-93332.1,77.4378,0.09
3820000,144,-1467.08,-93323,82.1656,0.095
3821000,150,-1511.93,-93313.7,73.8073,0.1
3822000,151,-1515.28,-93317.6,73.9853,0.088
3823000,144,-1465.32,-93307.8,75.3995,0.098
3824000,143,-1472.48,-93314.4,75.3995,0.095
3825000,141,-1449.78,-93310.1,65.4572,0.103
3826000,140,-1441.76,-93310.8,70.8704,0.089
3827000,140,-1431.52,-93312.2,68.9405,0.092
3828000,142,-1450.45,-93310.2,72.8834,0.075
3829000,144,-1467.18,-93309.3,72.8834,0.091
3830000,145,-1466.71,-93295.6,65.2778,0.1
3831000,148,-1503.2,-93295.5,75.2616,0.094
3832000,147,-1493.89,-93288.7,75.2616,0.096
3833000,150,-1512.96,-93292.6,75.2616,0.094
3834000,150,-1511.99,-93290.7,74.7227,0.085
3835000,151,-1523.09,-93289.2,78.0772,0.1
3836000,151,-1519.34,-93297.1,81.3033,0.085
3837000,153,-1528.1,-93298,80.6524,0.087
3838000,151,-1514.26,-93291.2,80.6524,0.097
3839000,154,-1539.55,-93293,80.9178,0.084
3840000,156,-1545.56,-93290,70.3122,0.102
3841000,156,-1540.68,-93294,65.0034,0.085
3842000,156,-1557.4,-93303.6,81.8962,0.081
3843000,148,-1503.84,-93290.5,82.8326,0.087
3844000,147,-1487.89,-93295.1,70.7053,0.088
3845000,149,-1496.06,-93299.1,68.3728,0.098
3846000,153,-1526.41,-93309.4,67.5707,0.101
3847000,154,-1531.29,-93301.5,72.3037,0.102
3848000,156,-1567.28,-93298.8,82.4495,0.103
3849000,160,-1602.6,-93294.8,93.7206,0.09
3850000,162,-1606.45,-93295.7,82.9554,0.111
3851000,163,-1614.91,-93295.5,84.8471,0.082
3852000,159,-1581.25,-93293.2,86.6372,0.097
3853000,156,-1541.83,-93289.6,76.9243,0.088
3854000,153,-1518.66,-93275.6,80.0019,0.098
3855000,149,-1486.7,-93258.2,80.6312,0.094
3856000,149,-1477.72,-93256.4,70.79,0.093
3857000,148,-1470.96,-93254.8,67.2205,0.101
3858000,148,-1469.67,-93248.5,67.2205,0.088
3859000,150,-1486.6,-93245.8,67.2205,0.097
3860000,152,-1498.97,-93248.2,66.4582,0.1
3861000,149,-1492,-93241.9,75.9676,0.085
3862000,150,-1508.3,-93246.5,78.2705,0.095
3863000,149,-1507.25,-93244.6,82.7902,0.078
3864000,143,-1441.5,-93258.2,60.5899,0.104
3865000,146,-1469.07,-93255.3,67.2338,0.094
3866000,144,-1461.8,-93256.6,66.1966,0.098
3867000,142,-1447.89,-93254.8,69.0427,0.11
3868000,140,-1435.07,-93250.8,69.0427,0.081
3869000,141,-1446.28,-93252.2,70.42,0.091
3870000,140,-1434,-93257.4,66.3525,0.085
3871000,142,-1444.3,-93235.7,60.7241,0.094
3872000,135,-1399.57,-93226.4,75.7096,0.084
3873000,136,-1397.97,-93228.8,63.9919,0.093
3874000,137,-1421.6,-93231,79.9944,0.084
3875000,134,-1387.93,-93231.1,72.9459,0.094
3876000,137,-1401.82,-93230.4,66.0246,0.09
3877000,137,-1406.89,-93226.3,71.6371,0.087
3878000,136,-1381.09,-93228.3,61.3956,0.092
3879000,134,-1364.69,-93220,64.6984,0.094
3880000,135,-1361.83,-93226,59.114,0.081
3881000,140,-1414.87,-93242.1,76.1477,0.095
3882000,141,-1427.96,-93251.2,77.3984,0.104
3883000,143,-1440.06,-93234.1,71.134,0.111
3884000,146,-1473,-93228,71.134,0.087
3885000,146,-1466.67,-93234.1,71.1273,0.099
3886000,149,-1504.6,-93227.4,85.3782,0.08
3887000,148,-1489.13,-93220.8,70.7334,0.075
3888000,149,-1504.65,-93223.5,73.0955,0.091
3889000,152,-1533.66,-93219.7,71.2256,0.088
3890000,151,-1528.25,-93209.8,71.2256,0.096
3891000,150,-1511.37,-93209.9,71.1464,0.083
3892000,150,-1513.65,-93223,70.8006,0.095
3893000,149,-1502.09,-93217.4,65.9753,0.092
3894000,145,-1468.18,-93208.8,68.602,0.09
3895000,148,-1497.27,-93195.6,75.3833,0.092
3896000,153,-1547.04,-93204.3,83.3737,0.113
3897000,153,-1534.85,-93207.5,79.6065,0.099
3898000,151,-1517.3,-93203.4,79.8592,0.098
3899000,147,-1482.64,-93198.8,79.8592,0.103
3900000,143,-1430.36,-93205.3,61.0504,0.111
3901000,143,-1437.2,-93206.5,68.6515,0.095
3902000,147,-1462.48,-93206.6,68.6515,0.096
3903000,149,-1492.26,-93202.8,80.9804,0.106
3904000,148,-1469.59,-93205.4,68.3471,0.081
3905000,145,-1464.74,-93207.9,84.1092,0.095
3906000,148,-1484.84,-93208.6,81.5337,0.092
3907000,149,-1491.65,-93227.2,80.0471,0.087
3908000,154,-1533.74,-93238.4,80.0471,0.077
3909000,151,-1491.94,-93246.6,65.38,0.08
3910000,150,-1485.18,-93241.2,64.923,0.081
3911000,146,-1459.2,-93232.5,69.3662,0.09
3912000,147,-1466.24,-93229.6,62.8055,0.081
3913000,147,-1472.81,-93224.9,70.0639,0.093
3914000,144,-1443.7,-93219.9,71.1067,0.093
3915000,144,-1452.51,-93216.1,76.2444,0.097
3916000,144,-1441.29,-93229.8,71.7119,0.089
3917000,146,-1454.38,-93223.7,67.0701,0.1
3918000,145,-1447,-93218.7,67.0701,0.09
